fabricante,local_empresa,ano_revisado,origem,cacau_percent,num_ingredientes,classificacao
Urzi,Italy,2014,Venezuela,65,4,3.25
Utopick,Spain,2017,Colombia,70,3,3.75
Utopick,Spain,2018,Nicaragua,70,3,3.75
Vaka,Canada,2020,Belize,74,3,3.5
Valrhona,France,2006,Trinidad,64,5,2.5
Valrhona,France,2006,Blend,66,5,3
Valrhona,France,2006,Venezuela,64,5,3
Valrhona,France,2006,Madagascar,64,5,3.5
Valrhona,France,2006,Blend,70,5,3.75
Valrhona,France,2007,Blend,85,5,1.5
Valrhona,France,2007,Blend,85,5,2.5
Valrhona,France,2007,Blend,71,5,2.75
Valrhona,France,2007,Blend,72,5,3
Valrhona,France,2007,Venezuela,64,5,3.25
Valrhona,France,2007,Venezuela,65,5,3.75
Valrhona,France,2007,Madagascar,64,5,4
Valrhona,France,2009,Ghana,68,5,3.5
Valrhona,France,2009,Dominican Republic,64,5,3.75
Valrhona,France,2009,Ecuador,66,5,3.75
Valrhona,France,2011,Blend,56,5,3.25
Valrhona,France,2011,Venezuela,64,5,4
Valrhona,France,2012,Venezuela,69,5,4
Valrhona,France,2013,Blend,70,5,3.5
Valrhona,France,2013,Dominican Republic,64,5,3.5
Valrhona,France,2015,Peru,63,5,4
Valrhona,France,2017,Blend,60,3,3.25
Vanleer (Barry Callebaut),U.S.A.,2012,Ghana,72,NA,2.5
Vanleer (Barry Callebaut),U.S.A.,2012,Ghana,65,NA,2.75
Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,72,3,2.75
Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,76,4,2.75
Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,80,4,2.75
Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,70,NA,3
Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,68,NA,3
Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,64,NA,3.25
Vicuna,U.S.A.,2015,Bolivia,70,2,3.25
Vicuna,U.S.A.,2015,Bolivia,70,2,3.25
Vicuna,U.S.A.,2018,Bolivia,70,2,2.75
Vicuna,U.S.A.,2018,Guatemala,70,2,3
Vicuna,U.S.A.,2018,Dominican Republic,70,2,3.25
Videri,U.S.A.,2012,Blend,70,3,3.25
Videri,U.S.A.,2013,Blend,90,3,3.75
Videri,U.S.A.,2014,Dominican Republic,90,3,3.25
Videri,U.S.A.,2014,Trinidad,75,3,3.5
Videri,U.S.A.,2014,Ecuador,75,3,3.5
Videri,U.S.A.,2021,Guatemala,75,2,2.75
Videri,U.S.A.,2021,Dominican Republic,75,2,3
Videri,U.S.A.,2021,Blend,70,3,3.5
Videri,U.S.A.,2021,Ecuador,75,2,3.5
Vietcacao (A. Morin),France,2012,Vietnam,70,4,3.5
Vintage Plantations,U.S.A.,2014,Peru,75,3,3
Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,100,NA,2
Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,90,NA,2
Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,75,NA,3
Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,65,3,3
Violet Sky,U.S.A.,2015,Madagascar,77,2,2.75
Violet Sky,U.S.A.,2015,Guatemala,77,2,2.75
Violet Sky,U.S.A.,2015,Belize,77,2,3
Violet Sky,U.S.A.,2015,Venezuela,77,2,3
Violet Sky,U.S.A.,2015,Peru,77,2,3.25
Vivra,U.S.A.,2016,Peru,70,5,2.5
Vivra,U.S.A.,2016,Venezuela,70,5,2.5
Vivra,U.S.A.,2016,Dominican Republic,70,5,3
Vivra,U.S.A.,2018,Bolivia,70,5,2.5
Vivra,U.S.A.,2018,Haiti,70,5,2.5
Wellington Chocolate Factory,New Zealand,2016,Dominican Republic,70,2,3.5
Wellington Chocolate Factory,New Zealand,2016,Peru,70,2,3.5
Wellington Chocolate Factory,New Zealand,2017,Samoa,77,2,3
White Label aka Mutari,U.S.A.,2018,Tanzania,68,3,3
White Label aka Mutari,U.S.A.,2018,Bolivia,72,3,3
White Label aka Mutari,U.S.A.,2021,Philippines,74,3,3.5
White Label aka Mutari,U.S.A.,2021,Uganda,72,3,3.5
White Label aka Mutari,U.S.A.,2021,Honduras,74,2,3.75
White Label aka Mutari,U.S.A.,2021,Trinidad,72,3,3.75
Whittakers,New Zealand,2011,Ghana,72,NA,2.5
Wilkie's Organic,Ireland,2013,Peru,75,3,2.5
Wilkie's Organic,Ireland,2013,Peru,89,3,2.75
Wilkie's Organic,Ireland,2013,Peru,75,3,2.75
Wilkie's Organic,Ireland,2013,Peru,75,3,3.25
Willie's Cacao,U.K.,2009,Peru,70,3,3
Willie's Cacao,U.K.,2009,Venezuela,72,3,3.25
Willie's Cacao,U.K.,2010,Madagascar,71,3,3
Willie's Cacao,U.K.,2010,Venezuela,72,3,3.5
Willie's Cacao,U.K.,2010,Indonesia,69,3,3.75
Willie's Cacao,U.K.,2013,Indonesia,100,NA,2.25
Willie's Cacao,U.K.,2014,Colombia,88,3,3
Willie's Cacao,U.K.,2016,Colombia,70,3,4
Wm,U.S.A.,2016,Venezuela,74,3,3
Wm,U.S.A.,2016,Bolivia,76,3,3.5
Wm,U.S.A.,2016,Ghana,75,3,3.75
Wm,U.S.A.,2019,Belize,68,3,3.25
Wm,U.S.A.,2019,Venezuela,70,3,3.5
Wm,U.S.A.,2021,Dominican Republic,70,3,3.5
Woodblock,U.S.A.,2011,Dominican Republic,70,2,3.5
Woodblock,U.S.A.,2011,Venezuela,70,2,4
Woodblock,U.S.A.,2012,Ecuador,70,2,2.5
Woodblock,U.S.A.,2012,Costa Rica,70,2,3
Woodblock,U.S.A.,2012,Madagascar,70,3,3.25
Woodblock,U.S.A.,2013,Ecuador,70,2,3.25
Woodblock,U.S.A.,2013,Trinidad,70,2,3.5
Woodblock,U.S.A.,2014,Peru,70,2,3
Woodblock,U.S.A.,2021,Tanzania,70,2,3
Xocolat,Dominican Republic,2013,Dominican Republic,66,5,3
Xocolatisimo,El Salvador,2019,El Salvador,65,4,2.75
Xocolatisimo,El Salvador,2019,El Salvador,75,4,3
Xocolatisimo,El Salvador,2019,El Salvador,70,4,3.25
Xocolatl,U.S.A.,2020,Tanzania,73,2,3.25
Xocolatl,U.S.A.,2020,Peru,70,2,3.5
Xocolatl,U.S.A.,2020,Nicaragua,72,2,3.5
Xocolla,U.S.A.,2017,Dominican Republic,70,2,2.5
Xocolla,U.S.A.,2017,Madagascar,70,2,2.75
Zac Squared,U.S.A.,2021,Trinidad,70,3,3.25
Zac Squared,U.S.A.,2021,Vietnam,70,3,3.5
Zac Squared,U.S.A.,2021,Dominican Republic,70,3,3.5
Zacharias,U.S.A.,2021,Bolivia,70,3,3
Zak's,U.S.A.,2015,Papua New Guinea,70,3,3
Zak's,U.S.A.,2015,Blend,60,3,3
Zak's,U.S.A.,2015,Dominican Republic,70,3,3.25
Zak's,U.S.A.,2015,Madagascar,70,3,3.25
Zak's,U.S.A.,2015,Peru,70,3,3.25
Zak's,U.S.A.,2015,Belize,70,3,3.5
Zart Pralinen,Austria,2016,Ecuador,70,3,2.75
Zart Pralinen,Austria,2016,Trinidad,85,3,2.75
Zart Pralinen,Austria,2016,Tanzania,85,3,3
Zart Pralinen,Austria,2016,Madagascar,70,3,3.5
Zart Pralinen,Austria,2016,Tanzania,70,3,3.5
Zart Pralinen,Austria,2016,Trinidad,78,2,3.5
Zokoko,Australia,2011,Bolivia,68,4,3.5
Zokoko,Australia,2011,Papua New Guinea,66,4,3.5
Zokoko,Australia,2011,Bolivia,72,4,3.75
Zokoko,Australia,2016,Blend,65,5,3.25
Zokoko,Australia,2016,Solomon Islands,78,4,3.75
Zoto (Chocolatoa),Belgium,2018,Nicaragua,72,3,3
Zoto (Chocolatoa),Belgium,2018,DR Congo,68,3,3
Zoto (Chocolatoa),Belgium,2018,Nicaragua,75,3,3.25
Zoto (Chocolatoa),Belgium,2018,Nicaragua,70,3,3.75
Zotter,Austria,2010,Brazil,65,4,3
Zotter,Austria,2011,Congo,65,4,3
Zotter,Austria,2011,India,62,4,3.25
Zotter,Austria,2011,India,65,4,3.5
Zotter,Austria,2011,Peru,70,4,3.75
Zotter,Austria,2012,Peru,70,4,3
Zotter,Austria,2012,Ecuador,75,4,3
Zotter,Austria,2012,Papua New Guinea,75,4,3
Zotter,Austria,2012,Bolivia,90,4,3.25
Zotter,Austria,2012,Congo,68,4,3.25
Zotter,Austria,2012,Panama,72,4,3.5
Zotter,Austria,2012,Blend,65,4,3.5
Zotter,Austria,2012,Peru,70,4,3.5
Zotter,Austria,2012,Blend,58,4,3.5
Zotter,Austria,2012,Dominican Republic,62,4,3.75
Zotter,Austria,2012,Dominican Republic,70,4,3.75
Zotter,Austria,2014,Blend,80,4,2.75
Zotter,Austria,2017,Colombia,75,3,3.75
Zotter,Austria,2018,Blend,75,3,3
Zotter,Austria,2018,Congo,70,3,3.25
Zotter,Austria,2018,Belize,72,3,3.5
